"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000285856.1",1,0,2,0,1,1,1,1
"ENSG00000274614.1",0,0,0,0,0,1,0,0
"ENSG00000153495.10",15,17,25,17,25,36,13,8
"ENSG00000204398.5",0,0,0,0,0,0,0,0
"ENSG00000215881.3",0,0,0,0,0,0,0,0
"ENSG00000226903.1",0,0,0,0,0,0,0,0
"ENSG00000200072.1",0,0,0,0,0,0,0,0
"ENSG00000182968.4",0,0,0,0,0,0,0,0
"ENSG00000260385.1",0,0,0,0,0,0,0,0
"ENSG00000229520.1",0,0,0,0,0,0,0,0
"ENSG00000224243.1",0,0,0,0,0,0,0,0
"ENSG00000260102.1",0,0,0,0,0,0,0,0
"ENSG00000260343.1",0,0,0,0,0,0,0,0
"ENSG00000223626.1",0,0,0,0,0,0,0,0
"ENSG00000153498.11",0,0,0,0,0,0,0,0
"ENSG00000126216.14",550,465,566,320,567,654,505,449
"ENSG00000277159.1",16,13,11,9,7,17,15,7
"ENSG00000197595.4",0,0,1,0,0,0,0,0
"ENSG00000274922.1",15,13,13,7,16,17,12,9
"ENSG00000068650.18",1021,798,1189,572,1249,1608,997,1104
"ENSG00000232684.1",0,0,1,0,0,0,0,0
"ENSG00000277545.1",0,0,0,0,0,0,0,0
"ENSG00000126217.20",4,0,1,0,4,2,0,0
"ENSG00000267868.1",0,0,0,0,0,0,0,0
"ENSG00000235280.2",0,0,0,0,0,0,0,0
"ENSG00000269356.1",0,0,0,0,0,0,0,0
"ENSG00000269376.1",0,0,0,0,0,0,0,0
"ENSG00000057593.13",3,6,11,7,1,9,4,4
"ENSG00000126218.11",202,286,356,304,264,417,144,362
"ENSG00000231882.1",0,1,1,0,0,0,0,0
"ENSG00000230371.1",0,1,0,0,0,2,0,2
"ENSG00000283828.1",18,21,24,15,25,34,9,16
"ENSG00000126231.13",3,2,2,3,5,0,2,5
"ENSG00000269125.1",0,0,1,0,1,0,0,1
"ENSG00000126226.21",859,786,1067,611,1062,1378,811,852
"ENSG00000139842.14",1982,1993,2322,1486,2393,3161,1927,2167
"ENSG00000277942.1",10,11,14,9,26,10,12,5
"ENSG00000232662.2",0,0,1,0,0,0,0,0
"ENSG00000185896.10",11407,9674,13662,7774,12868,15234,9324,9820
"ENSG00000139835.13",75,80,74,53,48,72,29,47
"ENSG00000276434.1",1,0,1,0,1,1,1,0
"ENSG00000225083.1",1,0,3,0,1,2,1,0
"ENSG00000153531.13",45,25,39,15,58,74,51,38
"ENSG00000150401.14",252,188,287,177,325,312,270,246
"ENSG00000233613.5",0,1,4,0,2,1,0,0
"ENSG00000202347.1",0,0,0,1,1,0,0,1
"ENSG00000150403.17",3330,3283,4019,3018,3984,5525,2989,3857
"ENSG00000276916.1",9,11,10,2,20,22,10,8
"ENSG00000276248.1",38,24,53,20,60,81,37,36
"ENSG00000198176.12",1760,1769,1830,1303,1750,2598,1526,1685
"ENSG00000186009.4",0,0,0,0,0,0,1,0
"ENSG00000185974.6",0,0,0,0,0,0,0,0
"ENSG00000279770.1",0,1,1,1,0,2,1,0
"ENSG00000184497.12",40,66,112,65,91,127,47,66
"ENSG00000233695.2",359,74,195,21,124,240,169,16
"ENSG00000183087.14",5804,6622,14013,8386,21303,36499,7198,9594
"ENSG00000272695.1",109,181,197,159,266,573,99,195
"ENSG00000237699.2",0,0,0,0,0,0,0,0
"ENSG00000226921.6",0,0,0,0,0,0,0,0
"ENSG00000274766.1",0,0,0,0,0,0,0,0
"ENSG00000229373.8",0,4,0,8,18,35,0,2
"ENSG00000260910.1",5,14,19,7,29,163,4,16
"ENSG00000283199.2",12,11,10,8,15,51,8,40
"ENSG00000185989.10",1106,1020,1078,562,1466,2030,889,1132
"ENSG00000232487.1",1,0,1,0,0,0,1,0
"ENSG00000283361.2",0,0,0,0,0,0,0,0
"ENSG00000283347.1",0,0,0,0,0,0,0,0
"ENSG00000130177.15",1431,1329,1655,1001,1813,2214,1313,1434
"ENSG00000264539.1",1,2,0,1,2,0,0,1
"ENSG00000265450.1",0,0,0,0,0,0,0,0
"ENSG00000285672.1",3,1,1,2,2,4,2,1
"ENSG00000169062.14",1261,1196,1200,661,1288,1535,1043,939
"ENSG00000226158.1",0,1,1,0,0,0,0,0
"ENSG00000198824.6",615,622,733,517,828,1256,572,576
"ENSG00000229723.1",0,1,0,0,0,0,0,0
"ENSG00000260615.1",7,7,13,5,5,7,6,4
"ENSG00000283274.1",0,0,0,0,0,0,0,0
"ENSG00000215398.11",0,0,0,0,0,0,0,0
"ENSG00000206906.1",0,0,0,0,0,0,0,0
"ENSG00000257171.2",0,0,0,0,0,0,0,1
"ENSG00000257356.2",0,0,0,0,0,0,0,0
"ENSG00000257959.1",0,0,0,0,0,0,0,0
"ENSG00000257721.1",0,0,0,0,0,0,0,0
"ENSG00000258367.2",0,0,0,0,0,0,0,0
"ENSG00000257825.1",0,1,0,0,1,0,0,0
"ENSG00000257115.1",0,0,0,0,0,0,0,0
"ENSG00000257672.2",0,0,1,0,0,1,0,0
"ENSG00000258233.1",0,0,0,0,0,0,1,0
"ENSG00000257504.1",0,0,0,0,0,0,0,0
"ENSG00000257644.1",0,0,0,0,0,0,0,0
"ENSG00000257175.2",7,8,4,9,5,9,2,7
"ENSG00000258364.1",0,0,0,0,0,0,0,0
"ENSG00000257731.2",1,0,0,0,0,0,0,0
"ENSG00000258076.1",0,0,0,0,0,0,0,0
"ENSG00000257558.2",0,0,0,0,0,0,0,0
"ENSG00000239200.1",0,0,0,0,0,0,0,0
"ENSG00000257635.2",0,0,0,0,0,0,0,0
"ENSG00000257224.1",0,0,0,0,0,0,0,0
"ENSG00000277529.1",4,0,0,0,1,0,0,0
"ENSG00000277367.1",0,0,0,0,0,0,0,0
"ENSG00000278143.1",1,0,0,0,0,0,0,1
"ENSG00000257853.2",0,0,1,0,0,0,0,0
"ENSG00000257891.1",0,0,0,0,0,0,0,0
"ENSG00000258265.1",0,0,0,0,0,0,0,0
"ENSG00000222036.7",0,0,0,0,0,0,0,0
"ENSG00000275563.1",0,0,0,0,0,0,0,0
"ENSG00000212612.1",0,0,0,0,0,0,0,0
"ENSG00000258314.3",0,0,0,0,0,0,0,0
"ENSG00000274369.1",0,0,0,0,0,0,0,0
"ENSG00000225210.10",205,151,155,72,588,681,135,109
"ENSG00000277128.2",22,13,5,4,12,13,12,8
"ENSG00000277710.2",1,0,0,0,0,0,0,0
"ENSG00000278594.1",13,5,4,3,10,15,2,4
"ENSG00000196143.4",0,0,0,0,0,0,0,0
"ENSG00000271632.1",0,0,0,0,0,0,0,0
"ENSG00000277252.1",0,0,0,0,0,0,0,0
"ENSG00000258781.3",0,0,0,0,0,0,0,0
"ENSG00000285990.1",1,1,1,1,0,2,1,1
"ENSG00000257310.1",0,0,0,0,0,0,0,0
"ENSG00000277156.1",15,9,3,5,15,13,6,5
"ENSG00000244306.11",428,282,276,137,1075,1300,261,211
"ENSG00000228294.6",18,15,13,11,47,55,13,11
"ENSG00000274827.4",0,0,0,0,0,0,0,0
"ENSG00000278301.1",0,0,0,0,0,0,0,0
"ENSG00000187537.13",1,0,1,4,2,4,5,2
"ENSG00000276888.1",0,0,0,0,0,0,0,0
"ENSG00000212516.1",0,0,0,0,0,0,0,0
"ENSG00000257162.6",0,0,1,0,0,0,0,0
"ENSG00000258027.2",1,0,0,0,0,0,0,0
"ENSG00000273639.6",0,0,0,0,0,0,0,0
"ENSG00000274649.1",0,0,0,0,0,0,0,0
"ENSG00000278184.1",0,0,0,0,0,0,0,0
"ENSG00000257432.1",0,0,0,0,0,0,0,0
"ENSG00000273558.1",0,0,0,0,0,0,0,0
"ENSG00000258324.2",0,0,0,0,0,0,0,0
"ENSG00000257493.1",0,0,0,0,0,0,0,0
"ENSG00000257751.2",0,0,0,0,0,0,0,0
"ENSG00000257846.2",1,0,1,0,1,0,2,0
"ENSG00000259069.1",0,0,0,0,0,0,0,0
"ENSG00000257884.2",8,12,5,6,7,11,0,5
"ENSG00000257395.1",0,0,0,0,0,0,0,0
"ENSG00000258080.1",0,0,0,0,0,0,0,0
"ENSG00000257142.1",0,0,0,0,0,0,0,0
"ENSG00000258453.3",0,0,0,0,0,0,0,0
"ENSG00000176294.5",0,0,0,0,0,0,0,0
"ENSG00000258438.3",0,0,0,0,0,0,0,0
"ENSG00000182652.3",0,0,0,0,0,0,0,0
"ENSG00000176312.4",0,0,0,0,0,0,0,0
"ENSG00000176299.5",0,0,0,0,0,0,0,0
"ENSG00000258564.2",0,0,0,0,0,0,0,0
"ENSG00000228304.1",0,0,0,0,0,0,0,0
"ENSG00000176290.8",0,0,0,0,0,0,0,0
"ENSG00000165762.3",0,0,0,0,0,0,0,0
"ENSG00000258541.1",0,0,0,0,0,0,0,0
"ENSG00000259016.1",0,0,0,0,0,0,0,0
"ENSG00000176281.4",0,0,0,0,0,0,0,0
"ENSG00000155249.5",0,0,0,0,0,0,0,0
"ENSG00000258822.2",0,0,0,0,0,0,0,0
"ENSG00000169488.6",0,0,0,0,0,0,0,0
"ENSG00000196383.6",0,0,0,0,0,0,0,0
"ENSG00000169484.3",0,0,0,0,0,0,0,0
"ENSG00000176253.3",0,0,0,0,0,0,0,0
"ENSG00000258899.1",0,0,0,0,0,0,0,0
"ENSG00000176246.1",0,0,0,0,0,0,0,0
"ENSG00000252999.1",0,0,0,0,0,0,0,0
"ENSG00000258641.1",0,0,0,0,0,0,0,0
"ENSG00000176230.6",0,0,0,0,0,0,0,0
"ENSG00000184394.2",0,0,0,0,0,0,0,0
"ENSG00000259074.1",0,0,0,0,0,0,0,0
"ENSG00000259095.1",1,0,0,0,0,0,0,0
"ENSG00000258468.1",0,0,0,0,0,0,0,0
"ENSG00000284742.1",0,0,0,0,0,0,0,0
"ENSG00000196832.4",0,0,0,0,0,0,0,0
"ENSG00000258625.2",0,0,0,0,0,0,0,0
"ENSG00000176219.3",0,0,0,0,0,0,0,0
"ENSG00000258806.2",1,0,1,0,1,0,1,0
"ENSG00000176198.3",0,0,0,0,0,0,0,0
"ENSG00000136319.11",255,173,290,147,352,364,221,222
"ENSG00000258768.2",19,24,31,16,23,20,22,20
"ENSG00000258459.1",0,0,0,0,0,0,0,0
"ENSG00000100814.17",566,493,649,385,530,563,470,579
"ENSG00000222489.1",1,1,3,2,0,1,0,1
"ENSG00000238344.1",0,0,0,0,0,0,1,0
"ENSG00000259001.3",0,0,0,0,0,0,0,0
"ENSG00000277209.1",0,0,0,0,0,0,0,0
"ENSG00000129484.13",276,131,376,120,334,249,242,157
"ENSG00000254846.1",0,0,0,0,0,0,0,0
"ENSG00000129566.12",829,854,1005,681,901,1595,705,1053
"ENSG00000200225.1",0,0,0,0,0,0,0,0
"ENSG00000185271.8",8,5,18,7,6,12,15,20
"ENSG00000259162.1",1,0,0,0,0,0,1,0
"ENSG00000092094.10",334,236,372,164,406,409,303,251
"ENSG00000258515.1",8,9,15,0,6,7,8,4
"ENSG00000100823.11",2170,1761,2159,916,2000,1705,1615,1346
"ENSG00000165782.10",568,550,497,355,559,691,429,541
"ENSG00000198805.11",86,153,78,69,61,112,76,118
"ENSG00000258908.1",0,0,0,0,0,0,0,0
"ENSG00000182545.6",0,1,2,0,0,3,0,0
"ENSG00000258456.2",0,0,0,0,0,0,0,0
"ENSG00000258863.1",0,0,0,0,0,0,0,0
"ENSG00000188655.10",0,0,0,0,0,0,0,0
"ENSG00000259060.7",0,0,0,0,0,0,0,0
"ENSG00000173464.14",0,0,0,0,0,0,0,0
"ENSG00000258573.5",0,0,0,0,0,0,0,0
"ENSG00000258436.1",0,0,0,0,0,0,0,0
"ENSG00000239327.1",0,0,0,0,0,0,0,0
"ENSG00000181803.3",0,0,0,0,0,0,0,0
"ENSG00000199461.1",0,0,0,0,0,0,0,1
"ENSG00000258818.3",3,9,15,14,3,7,6,9
"ENSG00000214274.9",65,109,74,90,60,125,47,123
"ENSG00000259171.1",0,0,0,0,0,0,0,0
"ENSG00000258451.1",0,1,0,1,1,0,1,2
"ENSG00000259144.2",0,0,0,0,1,3,1,0
"ENSG00000258963.1",0,0,0,0,0,0,0,0
"ENSG00000181562.4",0,0,0,0,0,0,0,0
"ENSG00000181552.3",0,0,0,0,0,0,0,0
"ENSG00000169413.2",0,0,0,0,0,0,0,0
"ENSG00000258810.1",0,0,0,0,0,0,0,0
"ENSG00000129538.13",0,0,0,0,0,0,0,0
"ENSG00000259130.1",1,0,1,0,0,0,0,0
"ENSG00000258642.1",0,1,1,0,0,0,0,0
"ENSG00000169397.3",0,0,0,0,0,0,0,0
"ENSG00000258918.1",1,0,0,0,0,0,0,0
"ENSG00000258772.1",0,0,0,0,0,0,0,0
"ENSG00000136315.4",0,0,0,0,0,0,0,0
"ENSG00000169385.2",0,0,0,0,0,0,0,0
"ENSG00000243817.3",0,0,0,0,0,0,0,0
"ENSG00000258599.2",0,0,0,0,0,0,0,0
"ENSG00000165792.17",465,423,492,261,474,446,351,335
"ENSG00000258471.2",0,1,2,2,1,0,0,1
"ENSG00000165794.9",1,1,1,0,0,0,2,0
"ENSG00000165795.23",60,65,41,41,45,54,62,75
"ENSG00000284122.1",0,0,0,0,0,0,0,0
"ENSG00000179636.14",0,0,0,0,0,0,0,0
"ENSG00000258604.1",0,0,0,0,0,0,0,0
"ENSG00000255472.1",0,0,0,0,0,0,0,0
"ENSG00000206150.3",0,0,0,0,0,0,1,0
"ENSG00000165799.4",1,0,2,0,1,0,1,1
"ENSG00000173431.2",0,0,0,0,0,0,0,0
"ENSG00000165801.9",2921,1495,2661,647,3466,2496,2301,1189
"ENSG00000165804.15",1073,861,891,353,630,813,670,667
"ENSG00000232070.8",16,13,6,1,4,5,3,4
"ENSG00000178107.2",0,0,0,0,0,0,0,0
"ENSG00000258722.2",0,0,0,0,1,0,1,0
"ENSG00000200102.1",0,0,0,0,0,0,0,0
"ENSG00000169327.5",0,0,0,0,0,0,0,0
"ENSG00000259102.2",0,1,0,1,0,1,0,0
"ENSG00000258906.2",0,0,0,0,0,0,0,0
"ENSG00000258441.1",166,142,174,92,280,232,174,115
"ENSG00000092199.17",4623,4782,5927,3543,6152,7031,4597,4589
"ENSG00000092200.12",4,5,4,2,7,8,3,4
"ENSG00000092201.9",2558,2212,2919,1726,3054,3387,2317,2276
"ENSG00000260830.1",0,2,1,0,4,1,2,1
"ENSG00000100888.13",1769,1360,2103,1105,2044,2442,1501,1624
"ENSG00000199436.1",0,0,0,0,0,0,0,0
"ENSG00000200785.1",0,0,0,0,0,0,0,0
"ENSG00000241035.2",0,0,0,0,0,0,0,0
"ENSG00000258870.1",1,1,0,1,1,1,0,0
"ENSG00000274475.1",0,0,0,0,0,0,0,0
"ENSG00000129472.14",343,301,473,327,440,504,277,390
"ENSG00000092203.13",1534,1382,1748,963,1892,2113,1298,1416
"ENSG00000165819.11",692,725,720,453,759,1042,500,684
"ENSG00000165821.11",486,295,542,164,578,354,403,228
"ENSG00000257096.1",0,0,0,0,0,0,0,0
"ENSG00000256737.1",1,2,0,0,2,1,0,0
"ENSG00000169208.2",0,0,0,0,0,0,0,1
"ENSG00000256081.2",0,0,0,0,0,0,0,0
"ENSG00000273586.2",0,0,0,0,0,0,0,0
"ENSG00000256385.1",3,0,1,2,5,9,1,3
"ENSG00000255569.1",0,0,0,0,0,0,0,0
"ENSG00000255582.1",0,0,0,0,0,0,0,0
"ENSG00000256553.1",0,0,0,0,0,0,0,0
"ENSG00000255664.1",0,0,0,0,0,0,0,0
"ENSG00000221977.2",0,0,0,0,0,0,0,0
"ENSG00000276240.2",0,0,0,0,0,0,0,0
"ENSG00000256350.1",0,1,0,1,6,4,0,0
"ENSG00000211776.2",0,0,0,0,0,0,0,0
"ENSG00000248358.2",0,0,0,0,0,0,0,0
"ENSG00000211777.2",0,0,0,0,0,0,0,0
"ENSG00000211778.2",0,0,0,0,0,0,0,0
"ENSG00000211779.3",0,0,0,0,0,0,0,0
"ENSG00000240954.1",1,0,0,0,0,1,0,0
"ENSG00000211780.3",0,0,0,0,0,0,0,0
"ENSG00000211781.3",0,0,0,0,0,0,0,0
"ENSG00000211782.2",0,0,0,0,0,0,0,0
"ENSG00000211783.3",0,0,0,0,0,0,0,0
"ENSG00000211784.2",0,0,0,0,0,0,0,0
"ENSG00000256474.1",0,0,0,0,0,0,0,0
"ENSG00000211785.1",0,0,0,0,0,0,0,0
"ENSG00000211786.3",0,0,0,0,0,0,0,0
"ENSG00000211787.1",0,0,0,0,0,0,0,0
"ENSG00000211788.2",0,0,0,0,0,0,0,0
"ENSG00000211789.2",0,0,0,0,0,0,0,0
"ENSG00000211790.2",0,0,0,0,0,0,0,0
"ENSG00000256379.2",0,0,0,0,0,0,0,0
"ENSG00000211791.2",0,0,0,0,0,0,0,0
"ENSG00000211792.2",0,0,0,0,0,0,0,0
"ENSG00000211793.2",0,0,0,0,0,0,0,0
"ENSG00000258482.1",0,0,0,0,0,0,0,0
"ENSG00000258557.1",0,0,0,0,0,0,0,0
"ENSG00000211794.3",0,0,0,0,0,0,0,0
"ENSG00000211795.3",0,0,0,0,0,0,0,0
"ENSG00000211796.1",0,0,0,0,0,0,0,0
"ENSG00000211797.2",0,0,0,0,0,0,0,0
"ENSG00000211798.3",0,0,0,0,0,0,0,0
"ENSG00000211799.3",0,0,0,0,0,0,0,0
"ENSG00000258705.2",0,0,0,0,0,0,0,0
"ENSG00000211800.3",0,0,0,0,0,0,0,0
"ENSG00000211801.3",0,0,0,0,0,0,0,0
"ENSG00000276428.1",0,0,0,0,0,0,0,0
"ENSG00000211802.3",0,0,0,0,0,0,0,0
"ENSG00000211803.2",0,0,0,0,0,0,0,0
"ENSG00000211804.3",0,0,0,0,0,0,0,0
"ENSG00000211805.1",0,0,0,0,0,0,0,0
"ENSG00000211806.2",0,0,0,0,0,0,0,0
"ENSG00000211807.3",0,0,0,0,0,0,0,0
"ENSG00000211808.3",0,0,0,0,0,0,0,0
"ENSG00000211809.2",0,0,0,0,0,0,0,0
"ENSG00000258835.1",0,0,0,0,0,0,0,0
"ENSG00000211810.3",0,0,0,0,0,0,0,0
"ENSG00000259092.1",0,0,0,0,0,0,0,0
"ENSG00000249048.2",0,0,0,0,0,0,0,0
"ENSG00000258905.1",0,0,0,0,0,0,0,0
"ENSG00000258812.1",0,0,0,0,0,0,0,0
"ENSG00000211812.1",0,0,0,0,0,0,0,0
"ENSG00000211813.2",0,0,0,0,0,0,0,0
"ENSG00000211814.1",0,0,0,0,0,0,0,0
"ENSG00000211815.3",0,0,0,0,0,0,0,0
"ENSG00000259068.1",0,0,0,0,0,0,0,0
"ENSG00000211816.2",0,0,0,0,0,0,0,0
"ENSG00000211817.2",0,0,0,0,0,0,0,0
"ENSG00000211818.1",0,0,0,0,0,0,0,0
"ENSG00000211819.3",0,0,0,0,0,0,0,0
"ENSG00000211820.1",0,0,0,0,0,0,0,0
"ENSG00000256221.1",0,0,0,0,0,0,0,0
"ENSG00000251002.7",0,0,0,0,1,0,0,0
"ENSG00000259042.2",0,0,0,0,0,0,0,0
"ENSG00000211821.2",0,0,0,0,0,0,0,0
"ENSG00000223997.1",0,0,0,0,0,0,0,0
"ENSG00000237235.2",0,0,0,0,0,0,0,0
"ENSG00000228985.1",0,0,0,0,0,0,0,0
"ENSG00000211825.1",0,0,0,0,0,0,0,0
"ENSG00000211826.1",0,0,0,0,0,0,0,0
"ENSG00000211827.1",0,0,0,0,0,0,0,0
"ENSG00000211828.1",0,0,0,0,0,0,0,0
"ENSG00000211829.9",0,0,0,0,0,0,0,0
"ENSG00000256590.2",0,0,0,0,0,0,0,0
"ENSG00000211831.2",0,0,0,0,0,0,0,0
"ENSG00000249446.2",0,0,0,0,0,0,0,0
"ENSG00000211832.2",0,0,0,0,0,0,0,0
"ENSG00000211833.1",0,0,0,0,0,0,0,0
"ENSG00000211834.1",0,0,0,0,0,0,0,0
"ENSG00000211835.1",0,0,0,0,0,0,0,0
"ENSG00000250688.1",0,0,0,0,0,0,0,0
"ENSG00000211836.1",0,0,0,0,0,0,0,0
"ENSG00000211837.1",0,0,0,0,0,0,0,0
"ENSG00000211838.1",0,0,0,0,0,0,0,0
"ENSG00000248366.1",0,0,0,0,0,0,0,0
"ENSG00000211839.1",0,0,0,0,0,0,0,0
"ENSG00000211840.1",0,0,0,0,0,0,0,0
"ENSG00000211841.1",0,0,0,0,0,0,0,0
"ENSG00000211842.1",0,0,0,0,0,0,0,0
"ENSG00000211843.1",0,0,0,0,0,0,0,0
"ENSG00000211844.1",0,0,0,0,0,0,0,0
"ENSG00000211845.1",0,0,0,0,0,0,0,0
"ENSG00000211846.1",0,0,0,0,1,0,0,0
"ENSG00000211847.1",0,0,0,0,0,0,0,0
"ENSG00000211848.1",0,0,0,0,0,0,0,0
"ENSG00000211849.1",0,0,0,0,0,0,0,0
"ENSG00000211850.1",0,0,0,0,0,0,0,0
"ENSG00000211851.1",0,0,0,0,0,0,0,0
"ENSG00000278661.1",0,0,0,0,0,0,0,0
"ENSG00000276699.1",0,0,0,0,0,0,0,0
"ENSG00000211854.1",0,0,0,0,0,0,0,0
"ENSG00000211855.1",0,0,0,0,0,0,0,0
"ENSG00000211856.1",0,0,0,0,0,0,0,0
"ENSG00000211857.1",0,0,0,0,0,0,0,0
"ENSG00000211858.1",0,0,0,0,0,0,0,0
"ENSG00000211859.1",0,0,0,0,0,0,0,0
"ENSG00000211860.1",0,0,0,0,0,0,0,0
"ENSG00000211861.1",0,0,0,0,0,0,0,0
"ENSG00000211862.1",0,0,0,0,0,0,0,0
"ENSG00000211863.1",0,0,0,0,0,0,0,0
"ENSG00000211864.2",0,0,0,0,0,0,0,0
"ENSG00000211865.1",0,0,0,0,0,0,0,0
"ENSG00000211866.1",0,0,0,0,0,1,0,0
"ENSG00000211867.1",0,0,0,0,0,0,0,0
"ENSG00000211868.1",0,0,0,0,0,0,0,0
"ENSG00000211869.1",0,0,0,0,0,0,0,0
"ENSG00000211870.1",0,0,0,0,0,0,0,0
"ENSG00000211871.1",0,0,0,0,0,0,0,0
"ENSG00000211872.1",0,0,0,0,0,0,0,0
"ENSG00000211873.1",0,0,0,0,0,0,0,0
"ENSG00000211875.1",0,0,0,0,0,0,0,0
"ENSG00000211876.1",0,0,0,0,0,0,0,0
"ENSG00000211877.1",0,0,0,0,0,0,0,0
"ENSG00000211878.1",0,0,0,0,0,0,0,0
"ENSG00000211879.1",0,0,0,0,0,0,0,0
"ENSG00000211880.1",0,0,0,0,0,0,0,0
"ENSG00000211881.1",0,0,0,0,0,0,0,0
"ENSG00000211882.1",0,0,0,0,0,0,0,0
"ENSG00000211883.1",0,0,0,0,0,0,0,0
"ENSG00000211884.1",0,0,0,0,0,0,0,0
"ENSG00000211885.1",0,0,0,0,0,0,0,0
"ENSG00000211886.1",0,0,0,0,0,0,0,0
"ENSG00000211887.2",0,0,0,0,0,0,0,0
"ENSG00000211888.2",0,0,0,0,0,0,0,0
"ENSG00000277734.7",1,1,0,0,1,3,0,0
"ENSG00000259054.1",0,0,1,0,0,0,1,0
"ENSG00000259003.1",0,0,0,0,0,1,0,0
"ENSG00000129562.10",1628,1482,1926,1232,1553,2247,1327,1468
"ENSG00000275552.1",4,2,0,2,1,3,1,1
"ENSG00000100439.10",1987,1657,2695,1321,2905,2341,1880,1907
"ENSG00000255804.2",0,0,0,0,0,0,0,0
"ENSG00000242061.1",0,0,0,0,1,0,0,0
"ENSG00000258458.6",6,2,4,1,4,1,2,0
"ENSG00000235213.1",0,0,0,0,0,0,0,0
"ENSG00000258823.1",0,0,0,0,0,0,0,0
"ENSG00000212302.1",0,1,0,0,0,0,0,0
"ENSG00000155463.12",2025,1693,2288,1161,2583,2600,1712,1603
"ENSG00000155465.18",104,112,151,143,202,224,98,151
"ENSG00000172590.18",370,345,434,213,451,536,292,269
"ENSG00000157227.12",28894,25979,32663,17710,41226,31262,24547,28238
"ENSG00000212335.1",0,0,0,0,0,0,0,0
"ENSG00000199716.1",0,0,0,0,0,0,0,0
"ENSG00000197324.8",10624,10851,14229,9601,15601,20857,10269,13663
"ENSG00000139890.9",2,1,6,2,6,11,9,12
"ENSG00000100461.17",979,813,1201,564,1274,1288,950,728
"ENSG00000237054.9",4,4,3,3,3,3,0,6
"ENSG00000100462.15",548,575,691,392,731,883,463,496
"ENSG00000257285.5",8,6,9,6,6,4,4,8
"ENSG00000092036.18",234,277,269,153,242,253,176,201
"ENSG00000259132.1",0,0,0,0,0,0,0,0
"ENSG00000284118.1",0,0,0,0,0,0,0,0
"ENSG00000129474.15",507,341,715,299,784,939,636,464
"ENSG00000258457.5",9,0,21,4,26,5,13,3
"ENSG00000100802.14",163,109,194,98,203,158,154,119
"ENSG00000280129.1",4,2,6,2,3,6,3,1
"ENSG00000100804.18",1824,1579,1981,1089,1925,2323,1450,1452
"ENSG00000279656.1",11,8,12,7,14,25,5,5
"ENSG00000222028.3",0,0,1,1,0,0,0,1
"ENSG00000139880.19",189,96,220,81,313,188,147,104
"ENSG00000100813.14",4982,3892,5283,2436,5903,5050,4048,3508
"ENSG00000179933.5",1070,1060,1237,797,1400,1587,1019,1032
"ENSG00000283654.2",22,0,20,4,26,7,17,10
"ENSG00000092067.5",0,0,0,0,0,1,0,0
"ENSG00000092068.19",1632,2311,1505,2028,1561,1386,950,2865
"ENSG00000202229.1",0,0,0,0,0,0,0,0
"ENSG00000215277.8",6,5,9,2,6,12,4,3
"ENSG00000240131.1",0,0,0,0,0,0,0,0
"ENSG00000252347.1",0,0,0,0,0,0,0,0
"ENSG00000215271.7",197,191,204,135,218,266,129,195
"ENSG00000270433.1",0,4,3,2,3,4,1,1
"ENSG00000235194.8",158,124,182,85,152,146,170,130
"ENSG00000129473.9",1504,1577,1585,1301,1419,2017,1199,1547
"ENSG00000258643.5",9,22,8,6,16,16,8,11
"ENSG00000100836.10",1296,1237,1279,681,1296,1433,1068,934
"ENSG00000092096.16",507,384,391,179,485,621,416,316
"ENSG00000100842.12",413,223,275,121,296,212,303,207
"ENSG00000259018.1",0,0,0,0,0,0,0,0
"ENSG00000166090.8",0,0,0,0,0,0,0,0
"ENSG00000166091.20",1,1,0,1,1,1,3,1
"ENSG00000197616.11",0,0,0,0,0,0,0,0
"ENSG00000199157.2",0,0,0,0,0,0,0,0
"ENSG00000092054.12",0,0,0,0,0,0,0,0
"ENSG00000258444.1",0,0,0,0,0,0,0,0
"ENSG00000215991.1",0,0,0,0,0,0,0,0
"ENSG00000129460.15",259,243,277,159,281,380,230,207
"ENSG00000157306.14",25,24,39,14,22,44,21,16
"ENSG00000136367.13",57,30,88,31,57,45,64,45
"ENSG00000273618.1",0,1,1,1,0,2,3,0
"ENSG00000259431.5",147,73,170,73,160,175,113,82
"ENSG00000213983.11",207,178,268,135,285,293,198,190
"ENSG00000258727.1",52,41,63,30,36,45,36,26
"ENSG00000092051.16",2,0,1,0,1,0,0,1
"ENSG00000274002.1",0,0,0,0,0,0,1,0
"ENSG00000100867.14",3,23,3,0,0,4,1,1
"ENSG00000258464.1",0,0,0,0,0,0,0,0
"ENSG00000259043.1",0,0,0,0,0,0,0,0
"ENSG00000270618.1",0,0,0,0,0,0,0,0
"ENSG00000222931.1",0,0,0,0,0,0,0,0
"ENSG00000258887.3",0,0,0,0,0,0,0,0
"ENSG00000285727.1",0,0,0,0,1,1,0,0
"ENSG00000259334.1",0,0,0,0,0,0,0,0
"ENSG00000215256.3",458,371,549,276,488,491,353,432
"ENSG00000157326.18",419,453,462,240,528,758,374,417
"ENSG00000187630.16",336,332,353,217,433,565,328,342
"ENSG00000285467.1",42,35,40,18,41,49,33,38
"ENSG00000225766.10",2,0,1,1,0,3,2,1
"ENSG00000186648.14",1,3,2,4,1,6,4,2
